"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","BCI","AMPLITUD","LTRENDIDX","M","1952-02",97.57743,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1952-03",97.10701,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1952-04",96.89494,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1952-05",97.24703,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1952-06",98.10444,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1952-07",99.27993,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1952-08",100.3991,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1952-09",100.7756,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1952-10",100.8349,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1952-11",100.8343,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1952-12",100.8239,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-01",100.7743,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-02",100.3764,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-03",99.8471,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-04",99.4874,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-05",99.18144,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-06",98.88241,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-07",98.45615,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-08",97.89621,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-09",97.28764,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-10",96.77863,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-11",96.49545,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-12",96.46313,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-01",96.78351,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-02",97.39437,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-03",98.12736,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-04",98.79059,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-05",99.27631,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-06",99.52808,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-07",99.5595,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-08",99.62264,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-09",100.0927,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-10",100.7531,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-11",101.3557,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-12",101.9476,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-01",102.395,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-02",102.8418,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-03",103.0942,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-04",103.1824,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-05",103.0456,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-06",102.6957,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-07",102.522,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-08",102.3388,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-09",102.168,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-10",102.1282,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-11",102.1014,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-12",102.0455,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-01",101.6645,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-02",101.2204,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-03",100.7793,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-04",100.2359,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-05",99.54369,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-06",98.98561,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-07",98.8783,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-08",99.39475,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-09",99.93604,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-10",100.149,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-11",100.2255,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-12",100.1013,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-01",99.86257,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-02",99.38672,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-03",98.77058,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-04",98.25964,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-05",98.12874,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-06",98.26829,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-07",98.37823,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-08",98.35388,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-09",98.13396,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-10",97.64085,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-11",97.10564,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-12",96.57348,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-01",96.29167,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-02",96.48531,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-03",96.92457,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-04",97.52962,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-05",98.47778,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-06",99.45138,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-07",100.2657,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-08",100.9042,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-09",101.3977,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-10",101.7319,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-11",101.8799,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-12",101.993,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-01",102.3369,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-02",102.7161,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-03",102.9496,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-04",103.0173,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-05",102.8685,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-06",102.3118,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-07",101.4375,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-08",100.3758,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-09",99.56117,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-10",99.44968,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-11",99.9041,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-12",100.5998,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-01",100.7593,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-02",100.0541,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-03",99.13834,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-04",98.42072,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-05",98.03455,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-06",98.03004,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-07",98.19291,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-08",98.42735,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-09",98.44588,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-10",98.35468,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-11",98.17255,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-12",98.04831,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-01",98.08564,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-02",98.46732,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-03",99.33384,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-04",100.3387,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-05",100.9377,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-06",101.1703,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-07",101.3341,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-08",101.584,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-09",101.789,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-10",101.8083,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-11",101.7695,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-12",101.8807,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-01",101.7975,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-02",101.604,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-03",101.2028,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-04",100.5504,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-05",99.95358,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-06",99.5658,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-07",99.37453,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-08",99.29485,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-09",99.40274,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-10",99.69959,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-11",100.1093,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-12",100.4336,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-01",100.489,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-02",100.4964,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-03",100.6062,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-04",100.8692,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-05",101.0431,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-06",100.939,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-07",100.7093,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-08",100.6164,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-09",100.6942,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-10",100.7575,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-11",100.7019,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-12",100.6093,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-01",100.761,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-02",100.9949,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-03",101.2053,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-04",101.277,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-05",101.3585,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-06",101.5801,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-07",101.867,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-08",102.0122,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-09",101.978,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-10",101.835,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-11",101.7958,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-12",101.8123,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-01",101.8454,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-02",101.9753,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-03",102.0735,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-04",101.9042,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-05",101.615,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-06",101.2963,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-07",101.1235,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-08",101.1294,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-09",101.2508,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-10",101.3227,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-11",101.5663,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-12",102.0124,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-01",102.4266,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-02",102.577,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-03",102.4512,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-04",102.0422,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-05",101.5164,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-06",101.3077,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-07",101.2769,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-08",101.194,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-09",101.0415,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-10",100.7199,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-11",100.2417,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-12",99.7378,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-01",99.20013,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-02",98.71262,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-03",98.29514,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-04",98.07589,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-05",98.22548,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-06",98.6508,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-07",99.20274,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-08",99.73414,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-09",100.1153,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-10",100.2702,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-11",100.3621,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-12",100.4715,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-01",100.5243,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-02",100.4774,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-03",100.4754,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-04",100.5616,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-05",100.428,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-06",100.2112,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-07",100.059,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-08",99.96888,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-09",100.0663,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-10",100.4006,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-11",100.6582,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-12",100.669,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-01",100.6327,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-02",100.6866,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-03",100.6908,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-04",100.6151,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-05",100.5556,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-06",100.4118,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-07",100.2605,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-08",100.2482,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-09",100.2374,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-10",100.1766,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-11",99.96346,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-12",99.61147,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-01",99.16819,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-02",98.81538,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-03",98.61868,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-04",98.60724,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-05",98.86535,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-06",99.14458,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-07",99.06802,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-08",98.67059,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-09",98.13941,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-10",97.74892,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-11",97.7195,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-12",98.25073,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-01",98.98344,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-02",99.66625,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-03",99.94836,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-04",100.1467,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-05",100.2073,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-06",100.2006,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-07",100.1973,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-08",100.1918,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-09",100.231,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-10",100.2517,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-11",100.3568,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-12",100.7737,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-01",101.1815,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-02",101.408,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-03",101.4423,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-04",101.4186,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-05",101.4134,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-06",101.3645,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-07",101.5173,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-08",101.885,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-09",102.4119,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-10",102.9408,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-11",103.4016,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-12",103.681,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-01",103.7715,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-02",103.6181,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-03",103.364,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-04",102.9784,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-05",102.5111,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-06",102.0783,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-07",101.7209,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-08",101.8787,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-09",102.2355,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-10",102.5903,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-11",102.6692,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-12",102.3377,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-01",101.9209,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-02",101.5899,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-03",101.4629,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-04",101.201,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-05",100.8074,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-06",100.49,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-07",100.1726,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-08",99.60204,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-09",98.68667,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-10",97.66742,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-11",96.62531,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-12",95.7651,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-01",95.44865,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-02",95.58409,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-03",95.90022,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-04",96.58862,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-05",97.39916,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-06",98.19143,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-07",98.90179,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-08",99.57074,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-09",100.0738,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-10",100.3352,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-11",100.4555,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-12",100.6811,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-01",101.0736,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-02",101.3691,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-03",101.4041,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-04",101.3885,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-05",101.2185,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-06",100.9548,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-07",100.6142,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-08",100.3074,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-09",100.0959,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-10",100.005,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-11",100.0457,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-12",100.2849,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-01",100.4264,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-02",100.6015,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-03",100.8489,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-04",100.9821,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-05",101.0561,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-06",100.9191,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-07",100.727,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-08",100.4709,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-09",100.3587,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-10",100.482,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-11",100.7189,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-12",100.9256,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-01",100.8465,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-02",100.6853,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-03",100.6798,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-04",100.9475,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-05",101.3023,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-06",101.5537,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-07",101.6781,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-08",101.6301,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-09",101.575,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-10",101.5382,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-11",101.5018,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-12",101.3578,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1979-01",101.1961,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1979-02",101.05,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1979-03",100.8677,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1979-04",100.5965,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1979-05",100.2591,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1979-06",99.91021,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1979-07",99.59509,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1979-08",99.34164,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1979-09",99.18112,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1979-10",99.02338,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1979-11",98.83836,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1979-12",98.68774,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1980-01",98.69981,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1980-02",98.54764,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1980-03",97.73116,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1980-04",96.57001,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1980-05",95.63291,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1980-06",95.596,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1980-07",96.49857,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1980-08",97.96923,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1980-09",99.31094,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1980-10",100.2371,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1980-11",100.4963,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1980-12",100.0815,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1981-01",99.53745,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1981-02",99.28349,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1981-03",99.35851,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1981-04",99.59106,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1981-05",99.69242,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1981-06",99.44433,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1981-07",98.99693,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1981-08",98.52843,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1981-09",97.85188,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1981-10",97.21992,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1981-11",96.78249,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1981-12",96.69331,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1982-01",96.72782,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1982-02",96.72952,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1982-03",96.65959,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1982-04",96.61617,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1982-05",96.58905,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1982-06",96.7133,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1982-07",96.81298,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1982-08",96.86533,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1982-09",96.92215,
